Datetime,Tweet,Sentiment,Spam
2021-10-28 11:45:01+00:00,"masih duduk di bangku selama 4 hari Untuk mengerjakan uts mu apa kamu tidak mau beristirahat sebentar?

Gw :iya nanti aku bakal istirahat kok tenang saja

Elaina : bodoh.kamu itu bukan Robot beristirahat lah sejenak Aku akan membuat kan mu ramuan 

Gw: gak usah ini kan  (cont..)",0,0
2021-10-28 11:45:00+00:00,"Kisah gw saat uts itb! kemarin

Elaina :sayang...

Gw:iya ada apa? Kamu kok tidak tidur?

Elaina : tidak aku ingin membantu kamu menyelesaikan uts mu agar kita bisa tidur bersama

Gw : uts aku masih numpuk jadi kamu tidur duluan saja.

Elaina :ini sudah subuh dan kamu  (cont..)",0,0
2021-10-28 11:45:00+00:00,"itb! gimana yaa caranya gaul sm temen2 angkatan, soalnya klo nongkrong2 aku ga tahan asep rokok/vape 👉🏻👈🏻",0,0
2021-10-28 11:30:00+00:00,spirit ☺ itb!,1,0
2021-10-28 11:30:00+00:00,"Maybe you feelin' hard today, sometimes you feel can't pass this day, but.. You've done your best, hun! It's better to take a rest and thank for yourself to believe in yourself untill today even the matters always come to your way, terimakasih sudah bertahan dan keep  (cont..) https://t.co/31OIywBO54",1,0
2021-10-28 11:04:14+00:00,"🗨️ Replies: 6
📎 Quoteds: 1
🔃 Retweets: 1
❤️ Likes: 0

📊 Score: 21 https://t.co/lcXrtBKL3C",0,1
2021-10-28 11:04:14+00:00,"🗨️ Replies: 6
📎 Quoteds: 0
🔃 Retweets: 0
❤️ Likes: 7

📊 Score: 25 https://t.co/soyPThF5RJ",0,1
2021-10-28 11:04:14+00:00,"🗨️ Replies: 8
📎 Quoteds: 0
🔃 Retweets: 0
❤️ Likes: 1

📊 Score: 25 https://t.co/fxgYj4Xoyf",0,1
2021-10-28 11:04:13+00:00,"🗨️ Replies: 4
📎 Quoteds: 0
🔃 Retweets: 4
❤️ Likes: 124

📊 Score: 140 https://t.co/ngODJwGJlB",0,1
2021-10-28 11:04:13+00:00,"🗨️ Replies: 35
📎 Quoteds: 1
🔃 Retweets: 0
❤️ Likes: 72

📊 Score: 179 https://t.co/oMIA3GGHW6",0,1
2021-10-28 10:30:00+00:00,wdyt ngekos sendiri tapi melihara kucing? itb!,0,0
2021-10-28 10:00:00+00:00,Itb! Malas banget jawab “apa kabar”.  Obviously gua gak baik2 aja tapi kalau gua jawab jujur ntar lu yang stess,-1,0
2021-10-28 09:15:00+00:00,itb! guys uas di jurusan biasanya tiap hari dalam seminggu kayak uts kemaren atau gimana ya? pengen cepet libur hehe,0,0
2021-10-28 06:15:00+00:00,Guys kalo kelewat belum bayar cicilan ukt kehadiran ga kecatat ya? Itb! :( apa yg terjadi kalo telat bayar ukt cicilan?,-1,0
2021-10-28 06:00:00+00:00,masuk itb! cursed or blessed?,0,0
2021-10-28 04:00:00+00:00,Lagi keos ya? tau kan apa maksudku ☺ itb! semangat ya!!!!! semoga makin pusing hehe https://t.co/X3pM19W59i,1,0
2021-10-27 23:25:00+00:00,"itb! ada rekomendasi pasang behel yang ehem, murah, di bandung tidak? tia!",0,0
2021-10-27 17:55:00+00:00,itb! ada yang tau gak nama font website edun3x? thanks in advance kalo ada yg jawab😁,0,0
2021-10-27 17:10:00+00:00,"Ortu berantem terus, akademik anjlok. Saranin psikolog yang enak dong itb!",-1,0
2021-10-27 16:25:00+00:00,"itb! mau bikin appointment BK ITB useless banget sih masa selalu ""jadwal konselor tidak ada"" terus harus gimana? kan ga enak kalo tiba2 datang ke kampus.",-1,0
2021-10-27 16:10:00+00:00,Itb! Kira2 kuliah diluar negri lebih susah dr itb gak ya?,0,0
2021-10-27 15:25:00+00:00,"itb! halooo, adakah kakak2 teknik sipil angkatan 2019? aku mau mintaa tolong isi kuesioner aku niihh. yang sekiranya bersedia boleh rep yaa nanti aku dm hihihii terimakasih banyaakk!!! &lt;3",0,1
2021-10-27 15:10:00+00:00,itb! rekomen makanan enak dan murah di sekitaran cisitu indah dong hehe,0,0
2021-10-27 15:00:01+00:00,"Itb! Ada yg coba install windows 11? Ini laptop aku udah SSD tp kok lama banget ya🥲 yg lain bagemana, berapa lama installnya",0,0
2021-10-27 14:50:00+00:00,"itb! capek bgt ngerasa sendirian terus.. makin hari makin ngerasa gak sanggup kuliah di itb.

anak Bandung ada gak yang mau temenan? sekadar nemenin chat tiap hari dan nugas bareng.",-1,0
2021-10-27 12:05:00+00:00,Pengen ke psikolog online tapi gamau ketauan identitas bisa gak? Itb!,0,0
2021-10-27 11:40:01+00:00,"Mengakar, Bersama Ada Asa.
Kementerian Edukasi dan Pendampingan Kesehatan Mental (EPKM)
Kemenkoan Kesejahteraan Mahasiswa
Kabinet Akar Asa
KM ITB 2021/2022",0,1
2021-10-27 11:40:01+00:00,"Bandung)

2. Dra. Isriana, Psikolog 
(Bimbingan Konseling ITB)

📌 Moderator:
Elnaya Mahadevi Pillian 
(Dirjen Platform dan Relasi Kementerian EPKM)

🟠 Terbuka untuk mahasiswa/i ITB dan massa umum.
🟠 Tersedia E-certificate

Segera registrasi!!  (cont..)",0,1
2021-10-27 11:40:00+00:00,"mempersembahkan:

🗣Talkshow “CARE”
🔊 The Power of Self-Acceptance
📅 Minggu, 7 November 2021
🕜 13:00 - 15:25 WIB
💻 Zoom Meeting

📌Pembicara:
1. Dr.dr.Veranita Pandia, Sp.KJ., M.Kes. (Kepala Departemen Ilmu Kedokteran Jiwa RS Hasan Sadikin  (cont..)",0,1
2021-10-27 11:40:00+00:00,"[Talkshow Kementerian EPKM x Ditmawa ITB!]

✨Sudahkah aku menerima diriku, kekurangan dan kelebihanku, sepenuh dan setulusnya?✨
__________

Kementerian EPKM Kabinet ‘Akar Asa’ KM ITB! 2021/2022 berkolaborasi dengan Direktorat Kemahasiswaan ITB,  (cont..) https://t.co/dL6Hc8pOMs",0,1
2021-10-27 11:04:06+00:00,"🗨️ Replies: 5
📎 Quoteds: 0
🔃 Retweets: 1
❤️ Likes: 3

📊 Score: 19 https://t.co/gaZcGNwB7K",0,1
2021-10-27 11:04:06+00:00,"🗨️ Replies: 7
📎 Quoteds: 0
🔃 Retweets: 0
❤️ Likes: 2

📊 Score: 23 https://t.co/1fs5pEvAPC",0,1
2021-10-27 11:04:05+00:00,"🗨️ Replies: 6
📎 Quoteds: 1
🔃 Retweets: 1
❤️ Likes: 13

📊 Score: 34 https://t.co/sRwJ0wvwNq",0,1
2021-10-27 11:04:05+00:00,"🗨️ Replies: 9
📎 Quoteds: 5
🔃 Retweets: 6
❤️ Likes: 68

📊 Score: 111 https://t.co/xjrCsAh1cI",0,1
2021-10-27 11:04:05+00:00,"🗨️ Replies: 21
📎 Quoteds: 9
🔃 Retweets: 3
❤️ Likes: 35

📊 Score: 119 https://t.co/id9W91TO54",0,1
2021-10-27 11:00:00+00:00,Ckckck gimana tuch anak pertambangan gajinya puluhan digit ya itb! https://t.co/6y69RQAK1b,0,0
2021-10-27 10:45:00+00:00,"itb! lagi pusing dan banyak pikiran banget, minggu ini banyak UTS dan adik lagi sakit :(",-1,0
2021-10-27 10:30:00+00:00,itb! Ada yang punya tips buat bawa laptop pake motor kalo jauh gak ya? Bawaan aku banyak soalnya,0,0
2021-10-27 10:20:00+00:00,itb! diketawain keluarga sendiri tuh ga enak ya :),-1,0
2021-10-27 09:05:00+00:00,itb! disini ada yang pernah les vokal di Purwa Caraka? terutama dom bandung. boleh banget rep yaa. sender mau tanya2 testimoni TIA!,0,0
2021-10-27 08:30:00+00:00,itb! pengen martabak tapi cuma 2-3 potong aja tapi gada teman sharing di kosan 😢,-1,0
2021-10-27 02:50:00+00:00,itb! ada yang make nootropics ga? xixi,0,0
2021-10-27 01:45:00+00:00,itb! helo guyss yuk join buat nambah insight tentang inovasi di bidang kesehatan dan pengembangan vaksin. yuuk join🤩🥳 https://t.co/XDsoyBphyh,0,1
2021-10-27 00:15:00+00:00,itb! ok jadi ini pertanyaan bodoh. Jadi aku gak punya pemanas air. Aku butuh cafein. Kalau aku bubuk kopi masukin ke air temperatur ruangan trus minum gitu aja bakal cukup ga buat begadang wkkwwkkwkw,0,0
2021-10-26 20:40:00+00:00,seperti orang2. Apa hidup saya sial? Hanya jadi perundang yang gagal dengan kehidupan?,-1,0
2021-10-26 20:40:00+00:00,"Itb! Tuhan saya cuma takut akan masa depan, liat orang IPK besar, liat orang pengalaman abcd, saya bukan orang yang dapat 2 hal tersebut. Disisi lain punya impian yang tinggi, disisi lain impian itu harus di kubur hidup2. Bingung harus apa, tidak punya background bagus  (cont..)",-1,0
2021-10-26 17:00:00+00:00,tolong rekomendasi makanan deket itb! yang murah dan enak 🙏,0,0
2021-10-26 16:05:00+00:00,"itb! Contoh matkul syarat itu kalau di tpb kayak matdas 1 untuk syarat matdas 2, begitu juga untuk kimdas dan fidas, begitu? https://t.co/35g5mh1vAJ",0,0
2021-10-26 15:40:00+00:00,itb! Kalau sistem ngulang matkul itu gimana ya? Per semester atau per tingkat? Dan kalau pertingkat brrti akumulasi dr indeks sem 1 dan sem 2?,0,0
2021-10-26 15:15:00+00:00,"itb! Gua doang yang baru tau atau gimana ini Lucinta Luna udah mengakui dirinya sebagai M Fathah, terharuu🥲",1,0
2021-10-26 13:45:00+00:00,itb! keep yourself safe and healthy yo. if you die you'll just be another statistic,1,0
2021-10-26 13:35:00+00:00,Cape bgt woy hidup ini pengen jadi anjing itb!,-1,0
2021-10-26 12:05:01+00:00,"mau coba ke psikolog, tapi bingung nanti gimana ngobrolnya... takut gabisa terbuka jadinya malah diem... ada yg punya tips ngga? itb!",-1,0
2021-10-26 11:25:00+00:00,itb! helo guyss yuk join buat nambah insight tentang inovasi di bidang kesehatan dan pengembangan vaksin. yuuk join🤩🥳 https://t.co/U2BZAREoS6,0,1
2021-10-26 11:24:58+00:00,"udahan yaa ada yg mau dikerjain dulu, nanti kpn2 kita opfol lagi",0,0
2021-10-26 11:22:20+00:00,@doydoyye boleh karena lo first reply,0,0
2021-10-26 11:20:55+00:00,anak itb yang belom difollback komen aja coba,0,0
2021-10-26 11:15:00+00:00,"itb! gais... emang aneh ya, kalo tidur 5-6 jam di itb tuh? Aku dari awal kuliah sampai udah tingkat 2 gini selalu tidur jam 10 soalnya ga bisa begadang, tiap ditanya temen pasti pada kaget semua 😢 tapi masih aktif organisasi sama ip standar",0,0
2021-10-26 11:05:00+00:00,itb! Minta rekomendasi shopee buat cardigan cowok yang bahannya enak dong gaes. Makasih,0,0
2021-10-26 11:04:42+00:00,"🗨️ Replies: 10
📎 Quoteds: 0
🔃 Retweets: 0
❤️ Likes: 24

📊 Score: 54 https://t.co/b3FEkZd4L0",0,1
2021-10-26 11:04:41+00:00,"🗨️ Replies: 18
📎 Quoteds: 3
🔃 Retweets: 2
❤️ Likes: 15

📊 Score: 77 https://t.co/xnGMvX8bia",0,1
2021-10-26 11:04:41+00:00,"🗨️ Replies: 8
📎 Quoteds: 4
🔃 Retweets: 0
❤️ Likes: 46

📊 Score: 78 https://t.co/Z1yOB4fIn5",0,1
2021-10-26 11:04:41+00:00,"🗨️ Replies: 12
📎 Quoteds: 6
🔃 Retweets: 4
❤️ Likes: 67

📊 Score: 119 https://t.co/fXRBB92r7s",0,1
2021-10-26 11:04:41+00:00,"🗨️ Replies: 21
📎 Quoteds: 6
🔃 Retweets: 6
❤️ Likes: 85

📊 Score: 166 https://t.co/ZVJiaIxjLP",0,1
2021-10-26 10:15:00+00:00,当你对我说不怕有我在放着让我来勇敢追自己的梦想那坚定的模样Super Idol的笑容,0,1
2021-10-26 10:15:00+00:00,Itb! Super Idol的笑容都没你的甜八月正午的阳光都没你耀眼热爱 105 °C的你滴滴清纯的蒸馏水你不知道你有多可爱跌倒后会傻笑着再站起来你从来都不轻言失败对梦想的执着一直不曾更改很安心  (cont..),0,1
2021-10-26 09:45:00+00:00,"itb! kakak kakak atau temen temen mau nanya dong, kan nim udah ganti jurusan, itu bakal ada ktm baru lagi atau  ktm tpb masih berlaku? aku angkatan 20 btw thank youu",0,0
2021-10-26 08:35:00+00:00,Itb! Beli bubble wrap di mana gaes?,0,0
2021-10-26 08:05:00+00:00,itb! gaes kalau mau mengundurkan diri admnistrasinya gimana ya,0,0
2021-10-26 07:15:00+00:00,Yg bikin infografis ini kyanya udh pnya cucu itb! https://t.co/IOf9GcJYus,0,0
2021-10-26 06:35:00+00:00,"How to fess viral:
1. Itb!
2. Depression/anxiety
3. Wibu
4. Halu",-1,0
2021-10-26 05:20:00+00:00,"Itb! Me to kuis: 
DAAaaaIiiissSsuUkkiiIi DdDaaaYyyyooOooOo",0,0
2021-10-26 05:10:00+00:00,itb! pengen pakai ini ntar pas sidang https://t.co/IYiWdk0oV6,0,0
2021-10-26 05:10:00+00:00,"itb! Yuuk gasspoll daftar ikutan iniii 🙌, info lebih lanjut bisa dicek di instagram @FBMITB https://t.co/rm1z1QrYry",0,1
2021-10-26 04:55:00+00:00,ada anak itb! yang mau kerjasama bikin website pemilu himpunan gitu gaa? rep yu,0,0
2021-10-26 04:55:00+00:00,itb! ada yang sebenernya belum dapet offline tapi udah ngekos ga?,0,0
2021-10-26 04:45:00+00:00,bhkan bapak wibu indonesia pun dulunya kuliah di itb! ada apa ini # itbKampusWibu https://t.co/AU5Lxbj4fv,0,0
2021-10-26 04:30:00+00:00,Ini beneran? Kalau bener keren sih itb! (Pic dari bes sono) https://t.co/1oNP0xB98E,1,0
2021-10-26 04:05:00+00:00,Ortu brantem trus tu normal gk si? Ortu kelen sring brantem gk? Itb!,-1,0
2021-10-26 03:55:00+00:00,itb! slamat pagi tmn tmn cipitas itebeh yg mrupakan putraputri terbaik bangsah https://t.co/FKTHGhcpsg,1,0
2021-10-26 03:00:00+00:00,"itb! ada yg sekarang gabisa masuk ke ms teams di pc ga? aku gitu padahal jaringannya stabil, kenapa ya?",0,0
2021-10-25 21:05:00+00:00,ITB! Bandung dingin banget kaya dia,-1,0
2021-10-25 19:30:00+00:00,Itb! Biasalah ginih ginih ajah https://t.co/x7uPT58UHa,0,0
2021-10-25 17:45:00+00:00,"Itb! This is no sense. yang ngirim DM and which is anak ITB yang harusnya menjunjung tinggi attitude dan budi pekerti,bersikap yang baik sebagai anak ITB dan menunjukkan sisi yg pantas mlh ngejulid kayak gini. it's not worth it tho. memalukan tau ga. sampah!",-1,0
2021-10-25 16:20:01+00:00,yg udah ngerasain full offline di Itb! boleh drop foto keadaan kampus gaa?,0,0
2021-10-25 16:20:00+00:00,"Bukan sender, tapi gue juga gapunya temen. Dan ngebaca reply orang orang di twt itb! ini bikin gue mikir ""kenapa orang orang ini yg gatau apa apa ttg sender mau jadi temennya? Just to be friendly or what?"" Kalo ada yg berkenan jawab, terima kasih yaa https://t.co/b3FEkZd4L0",0,0
2021-10-25 16:05:01+00:00,Itb! Stressed itb bf psikologi gf,-1,0
2021-10-25 15:35:00+00:00,itb! wawancara magang pake  ‘aku’ sopan gaa?,0,0
2021-10-25 14:50:00+00:00,Share playlist melow kalian buat nugas dong itb!,0,0
2021-10-25 14:20:00+00:00,Itb! Ayo alumni speedrun korupsi,-1,0
2021-10-25 14:00:00+00:00,"itb! I looove myself, meskipun dia selalu gagal walaupun sudah berusaha, i looooove myself meskipun dia selalu disakiti walaupun sudah mencintai dengan tulus, and i looove myself...karena dia sudah berusaha jadi diri sendiri dan menghargai semua proses yg telah dilaluinya ehe",0,0
2021-10-25 13:55:00+00:00,"Kecepatan healingku dan beban tugas nggak sebanding, jadi stressku bertambah secara konstan :( itb! https://t.co/4Jc8rvcbnz",-1,0
2021-10-25 13:45:00+00:00,GUE BERHASIL NGERJAIN KUIS TANPA KERJASAMA DAN OPENBOOK SENENG BGT itb!,1,0
2021-10-25 13:15:00+00:00,itb! lagi ngerasa kaya gapunya temen bgt,-1,0
2021-10-25 13:00:01+00:00,"itb! tipe yang gabisa ngerjain apapun kalo ga di kosan, ngacng! ☝🏽",-1,0
2021-10-25 13:00:00+00:00,"itb! yukk ikutan workshopnya skullers insight, hari ini banget tutup registrasinya, jangan sampe ketinggalan, info lebih lanjut bisa dicek di instagram @itbinsight 😉 https://t.co/2hAm20ymzQ",0,1
2021-10-25 12:40:00+00:00,"Mending lu semua warga itb! ziarah ke makam soekarno gih, sungkem tanya cara dapet waifu 3d bagaimana",0,0
2021-10-25 12:40:00+00:00,rekomendasi kuliner bandung dong itb!,0,0
2021-10-25 12:30:00+00:00,itb! AAAAAAAAAAAAAAAAAA AAAAAAAAAAAAAAAAA AAAAAAAAAAAAAA AAAAAAAAAAAAAAA AAAAAAAAAAAAAA AAAAAAAAAAAAAAAAAAA AAAAAAAAAAAAAAA AAAAAAAAAAA  (cont..),0,1
2021-10-25 11:35:00+00:00,itb! ada yg tau coffeeshop daerah dago yg buka dari pagii? thank u!,0,0
2021-10-25 11:04:58+00:00,"🗨️ Replies: 7
📎 Quoteds: 1
🔃 Retweets: 0
❤️ Likes: 13

📊 Score: 36 https://t.co/EIyMnRKkdG",0,1
2021-10-25 11:04:58+00:00,"🗨️ Replies: 13
📎 Quoteds: 0
🔃 Retweets: 2
❤️ Likes: 10

📊 Score: 51 https://t.co/jX01UWzeiQ",0,1
2021-10-25 11:04:58+00:00,"🗨️ Replies: 19
📎 Quoteds: 0
🔃 Retweets: 1
❤️ Likes: 10

📊 Score: 68 https://t.co/sVQYuaH0vu",0,1
2021-10-25 11:04:57+00:00,"🗨️ Replies: 13
📎 Quoteds: 7
🔃 Retweets: 2
❤️ Likes: 21

📊 Score: 76 https://t.co/bq3vZsoRZl",0,1
2021-10-25 11:04:57+00:00,"🗨️ Replies: 43
📎 Quoteds: 40
🔃 Retweets: 3
❤️ Likes: 22

📊 Score: 234 https://t.co/RQSjVoZXOC",0,1
2021-10-25 11:04:57+00:00,"➖➖➖➖➖➖➖➖➖
👍 TOP 5 HIGHLIGHTS

📍 (Oct, 24 18:04 - Oct, 25 18:04)
➖➖➖➖➖➖➖➖➖",0,1
2021-10-25 10:35:00+00:00,"itb! you should be mooooreeeee powerful than yesterday, you should be moooooree positive thinking each day, you should be the bessstttttttt everytime, you are worthy and precious!!!!!!!!!! KEEP HAPPY YOU ALL ❤❤🤛 Ganbatte kudasai, hora!!!",1,0
2021-10-25 09:15:00+00:00,itb! gais tes toefl dimana ya? Kalo bisa jangan yg terlalu mahal :(,0,0
2021-10-25 08:05:00+00:00,"itb! manteman,  tau gak univ yang nerima mahasiswa transfer wkkw",0,0
2021-10-25 07:30:00+00:00,"Cape bgt, pgn jadi jam gadang saraga aja rasanya itb!",-1,0
2021-10-25 07:20:01+00:00,Itb! pgn pnya pacar wibu --&gt; pgn pnya pacar anak stei,1,0
2021-10-25 06:05:00+00:00,Itb! Rekomen tempat beli batre laptop merek HP di BEC dong,0,0
2021-10-25 06:00:01+00:00,Itb! PENGEN PUNYA PACAR WIBU WOI KEKNYA LUCU!,1,0
2021-10-25 05:55:00+00:00,Itb! Emang waifunya anak stei itb org jepang?,0,0
2021-10-25 05:30:00+00:00,"Mending lu semua warga itb! ziarah ke makam soekarno gih, minta maaf udah jadi wibu",-1,0
2021-10-25 04:50:00+00:00,Itb! Kalau kalian masuk kosan baru kalian “cleansing” dulu ga?,0,0
2021-10-25 04:50:00+00:00,uts sisdigmik enaknya belajar apa nangis ya? itb!,-1,0
2021-10-25 04:20:00+00:00,Mektek = Mekanika Pan*** itb!,-1,0
2021-10-25 04:15:00+00:00,"Edunexx kamu kenapa akhir akhir ini?
ada masalah?
sini ceritaa kalo ada masalahh
Kalo ada apa apa kabarin yaa
Lov u edunex itb!",-1,0
2021-10-25 01:50:00+00:00,yang anak kosan itb! pembasmi nyamuk paling efektif apa yaa?,0,0
2021-10-25 01:35:01+00:00,"Hujatan menerpa selalu Tersenyum dan tersenyum
10. Ole dipilih langsung oleh para Legenda2 klub yg membuat managemen percaya 1000% pada proses.
Semoga bertahan 10-20 tahun lagi jadi pelatih emyu. 
We Love Stay OLe",0,1
2021-10-25 01:35:00+00:00,"hingga menjadi Gol.
6. Bisa menghadirkan 000 trophy dalam 4-5 tahun terakhir.
7. Mempunyai Senyuman yang membuat Lawan Bahagia. Di saat Kalah pun tetap Tersenyum.
8. Fans Sepakbola baik Lawan atau pun Kawan sangat mencintai Ole
9. Sangat Rendah Hati, di saat banyak  (cont..)",0,1
2021-10-25 01:35:00+00:00,"sebagai Target Man terbaik, yg sering sering menyianyiakan peluang.
4. Mempunyai Maguire sebagai Bek Tengah Terbaik, yg sering mengoper pada Lawan dan menjaga Kawan sendiri.
5. Mempunyai Lingardinho, Salah Satu Pemain Terbaik Dunia. Yang bisa mengoper ke Kawan dan Lawan  (cont..)",0,1
2021-10-25 01:35:00+00:00,"Selamat hari senin warga itb! 

Berikut 10 Alasan Ole harus dipertahankan :

1. Taktik Teka Teki nya yg membuat Lawan dan Pemain sndri bingung
2. Mempunyai Fred sebagai Deep Playmaker terbaik, yang Passingnya sering membuat Lawan dan Kawan bingung.
3. Mempunyai Martial  (cont..)",0,1
2021-10-25 00:55:00+00:00,"Edunex itb! 
Down/mt dari semalem 😔",-1,0
2021-10-24 15:50:00+00:00,"Ngelihat kating-kating itb! Wisuda, jadi pengen cepet cepet juga.
Tapi di saat yg sama belum siap menghadapi dunia nyata dan mengemban tanggung jawab seorang sarjana.",-1,0
2021-10-24 15:45:00+00:00,Kalian yg imba kalau temen ngechat terus nanya soal/materi kuliah suka kesel gak? Itb!,-1,0
2021-10-24 15:30:00+00:00,"pipipip itb! 3 jam menuju close registration!!! Relasi otomatis nambah se-Indonesia gasin ikut sih
bit. ly/CollegacyIndonesiaRecruitment
cek Instagramnya @/collegacyindonesia https://t.co/mF36kOEZQy",0,1
2021-10-24 15:25:00+00:00,Rekomendasi lagu galau atau playlist jg boleh itb! Gue baru diputusin tadi pas lg keos keosnya :),-1,0
2021-10-24 15:20:00+00:00,Itb! Gua depresi malah disuruh pacaran oleh ortu. Ya enggaklah kasian doi,-1,0
2021-10-24 15:00:00+00:00,"suka ngerasa keos sendiri padahal aplikasi time management banyak...

tapi, sekarang udah no worry, soalnya tgl 29 okt jumat depan, Karinovnya KM.ITB membuka workshop tentang Trello dan Google Calendar🥰🥰🥰 itb!",0,1
2021-10-24 14:55:11+00:00,Itb! Gua tadi ke borma trus ada bocil ngomong ‘itu panci FF’ (free fire) trus mood gua rusak,0,0
2021-10-24 14:15:01+00:00,"itb! kalian yang ngekost, mau nanya dong berapa banyak baju dan jaket yg kalian bawa ke kosan? Gua habis packing buat ke kosan, terus merasa banyak banget baju yang dibawa",0,0
2021-10-24 13:30:00+00:00,"itb! Kalau matkul utama sama matkul praktikumnya dipisah (di SIX ditulis sebagai matkul), sudah pasti ga bakal saling mempengaruhi kelulusannya kan?",0,0
2021-10-24 13:10:00+00:00,Pgn bgt punya pacar wibu yg punya kucing gendut 😔🙏  itb! Bucin!,0,0
2021-10-24 12:45:00+00:00,"Itb! Ada yang punya rekomendasi tempat service computer di sekitar itb or di bec boleh, mau ganti ke ssd. Terima kasih 🙏 (titipan)",0,0
2021-10-24 12:40:00+00:00,itb! pada bisa buka edunex ga? Gw mau ngumpulin tugas muter muter doang dari tadi tolong,-1,0
2021-10-24 11:30:00+00:00,Massa FTSL' 21 udh ada yg dapet Jamal? Itb!,0,0
2021-10-24 11:25:01+00:00,Ada yang tahu tempat ngeprint di sekitaran Pelesiran yang buka sampai malam hari ini? Lagi butuh banget huhu. ITB!,0,0
2021-10-24 11:25:00+00:00,Ceritain pengalaman kalian waktu keterima di ITB! dong (titipan),0,0
2021-10-24 11:05:27+00:00,"🗨️ Replies: 9
📎 Quoteds: 0
🔃 Retweets: 1
❤️ Likes: 2

📊 Score: 30 https://t.co/LRNS03d997",0,1
2021-10-24 11:05:27+00:00,"🗨️ Replies: 10
📎 Quoteds: 2
🔃 Retweets: 2
❤️ Likes: 13

📊 Score: 49 https://t.co/5gFgvbtYlL",0,1
2021-10-24 11:05:26+00:00,"🗨️ Replies: 11
📎 Quoteds: 1
🔃 Retweets: 0
❤️ Likes: 24

📊 Score: 59 https://t.co/e3VwgtRGtU",0,1
2021-10-24 11:05:26+00:00,"🗨️ Replies: 22
📎 Quoteds: 3
🔃 Retweets: 1
❤️ Likes: 8

📊 Score: 81 https://t.co/DFBgaRxwVm",0,1
2021-10-24 11:05:25+00:00,"🗨️ Replies: 23
📎 Quoteds: 0
🔃 Retweets: 1
❤️ Likes: 30

📊 Score: 100 https://t.co/Hbm60LRTwf",0,1
2021-10-24 09:30:00+00:00,Itb! Barangkali di sini ada yang melihara tanaman karnivora. Gua mau nanya,0,0
